Date,Temperature (¡æ),Humidity (%),Rainfall (mm),Wind Speed (km/h),Soil Type,Soil Moisture (%)
2019/5/31,21.01,82.6,9.45,15.13,Clay,32.23
2019/6/1,19.5,65.6,3.17,4.46,Sandy,28.88
2019/6/2,19.78,43.77,1.54,17.66,Loam,35.71
2019/6/3,16.37,58.3,19.41,8.97,Loam,38.6
2019/6/4,29.94,39.2,5.17,7.27,Sandy,26.93
2019/6/5,23.91,83.2,0.76,12.64,Clay,30.88
2019/6/6,18.05,84.98,2.27,18.35,Loam,37.32
2019/6/7,19.41,44.4,3.76,8.39,Sandy,28.61
2019/6/8,29.96,65,5.71,7.49,Clay,44.76
2019/6/9,30.83,30.45,14.52,19.98,Sandy,25.89
2019/6/10,15.79,45.47,14.83,8.47,Sandy,41.92
2019/6/11,23.86,35.64,9.23,16.3,Sandy,36.82
2019/6/12,16.84,62.43,16.03,10.13,Clay,34.34
2019/6/13,20.82,32.92,15.43,17.74,Loam,25.38
2019/6/14,27.13,80.54,1.12,7.74,Sandy,37.58
2019/6/15,20.16,56,19.53,13.6,Sandy,26.9
2019/6/16,23.72,39.91,18.26,3.99,Sandy,31.77
2019/6/17,32.97,55.85,3,12.17,Sandy,26.94
2019/6/18,31.67,57.12,13.14,5.78,Sandy,32.26
2019/6/19,16.05,42.66,15.24,12.99,Clay,40.34
2019/6/20,27.42,66.54,8.31,6.95,Sandy,26.21
2019/6/21,20.98,71.1,9.71,16.66,Clay,36.64
2019/6/22,32.95,83.47,7.76,18.23,Clay,37.88
2019/6/23,26.74,68.66,5.12,6.56,Sandy,42.84
2019/6/24,28.31,82.74,7.2,16.57,Sandy,35.7
2019/6/25,19.33,79.02,12.65,6.42,Clay,26.3
2019/6/26,24.28,65.1,8.38,19.79,Clay,33.67
2019/6/27,20.16,84.67,12.74,8.02,Clay,37.88
2019/6/28,16.56,87.18,5.7,7.02,Clay,37.51
2019/6/29,22.63,75.64,10.34,18,Loam,28.47
2019/6/30,27.79,34.36,11.54,16.7,Clay,38.23
2019/7/1,30.53,36.69,16.35,18.84,Clay,36.2
2019/7/2,33.18,72.69,6.42,3.57,Clay,44.12
2019/7/3,19.17,63.75,17.4,6.81,Clay,36.99
2019/7/4,17.56,56.37,14.66,17.23,Sandy,40.14
2019/7/5,32.51,68,14.03,13.48,Clay,42.99
2019/7/6,23.66,84.88,11.82,4.74,Clay,36.8
2019/7/7,18.29,40.43,4.67,18.74,Sandy,39.94
2019/7/8,29.56,84.74,19.94,12.89,Sandy,43.77
2019/7/9,22.87,35.64,18.24,5.21,Loam,31.95
2019/7/10,15.79,49.19,9.98,7.15,Sandy,28.24
2019/7/11,24.23,79.49,16.53,5.84,Sandy,32.69
2019/7/12,34.8,88.39,5.57,11.97,Clay,36.51
2019/7/13,17.95,49.77,18.36,4.94,Loam,27.29
2019/7/14,20.31,86.56,17.26,18.01,Loam,29.72
2019/7/15,25.23,59.32,2.32,11.12,Clay,39.87
2019/7/16,18.01,87.64,16.55,5.66,Clay,34.82
2019/7/17,23.09,30.97,0.65,8.93,Clay,34.97
2019/7/18,17.01,46.46,7.26,3.51,Clay,36.27
2019/7/19,26.35,61.53,5.55,4.93,Loam,34.69
2019/7/20,33.2,89.72,19.49,8.83,Loam,35.16
2019/7/21,16.96,63.08,2.03,7.5,Sandy,37.45
2019/7/22,27.8,67.53,1.62,6.49,Clay,28.82
2019/7/23,17.44,71.15,10.6,17.26,Clay,44.26
2019/7/24,31.08,44.85,9.65,19.2,Clay,41.51
2019/7/25,18.82,73.02,5.12,5.49,Sandy,26.68
2019/7/26,21.7,33.42,18.38,8.28,Clay,33.17
2019/7/27,18.25,72.16,11.49,11.69,Loam,30.09
2019/7/28,19.68,87.21,13.63,3.51,Loam,41.97
2019/7/29,27.64,86.41,5.75,13.01,Loam,26.93
2019/7/30,32.18,37.83,12.93,15.42,Clay,36.89
2019/7/31,21.97,68.14,1.19,12.9,Loam,42.47
2019/8/1,22.93,44.81,7.54,18.08,Clay,44.54
2019/8/2,27.32,82,10.19,15.49,Sandy,25.9
2019/8/3,18.45,37.52,7.8,11.47,Clay,36.86
2019/8/4,26.76,56.38,12.83,8.1,Loam,31.96
2019/8/5,15.09,88.72,17.46,15.58,Clay,35.99
2019/8/6,31.05,70.66,8.84,3.91,Clay,41.82
2019/8/7,20.59,49.14,12.79,5.4,Sandy,42.16
2019/8/8,24.96,85.12,16.3,16.46,Clay,44.89
2019/8/9,17.16,31.69,11.87,5.52,Sandy,27.2
2019/8/10,19.46,73.08,14.44,14.43,Clay,29.23
2019/8/11,25.21,37.37,4.04,14.24,Clay,31.33
2019/8/12,29.44,88.61,18.44,5.6,Clay,43.74
2019/8/13,22.76,68.89,10.78,5.69,Loam,30.34
2019/8/14,24.34,35.34,19,4.09,Sandy,35.3
2019/8/15,33.19,56.71,19.61,7.25,Loam,41.44
2019/8/16,24.51,74.03,7.65,11.51,Clay,42.57
2019/8/17,28.68,79.07,1.68,9.09,Sandy,38.64
2019/8/18,18.07,62.95,7.47,3.78,Sandy,33.65
2019/8/19,20.53,51.16,19.28,10.55,Clay,33.66
2019/8/20,28.58,79.78,2.95,6.63,Clay,37.82
2019/8/21,22.61,44.15,19.44,12.34,Sandy,40.4
2019/8/22,19.04,66.5,1.37,4.55,Sandy,42.04
2019/8/23,15.05,42.2,17.79,14.94,Sandy,35.07
2019/8/24,28.32,81.57,8.85,15.76,Sandy,35.9
2019/8/25,17.21,82.3,6.44,9.66,Clay,36.23
2019/8/26,20.65,62.07,17.11,4.33,Sandy,41.2
2019/8/27,23.3,57.43,5.53,3.8,Clay,30.6
2019/8/28,30,45.94,6.09,5.25,Clay,32.5
2019/8/29,29.51,83.12,5.76,5.71,Sandy,38.59
2019/8/30,18.99,54.57,2.26,7.63,Clay,29.78
2019/8/31,33.26,49.42,19.03,4.64,Sandy,41
2019/9/1,17.64,44.43,14.42,3.99,Clay,39.76
2019/9/2,20.15,64.57,8.23,3.16,Clay,44.71
2019/9/3,25.37,57.88,15.36,17.4,Sandy,29.85
2019/9/4,17.01,72.86,1.51,11.39,Clay,31.95
2019/9/5,33.34,34.67,2.2,11.2,Clay,34.14
2019/9/6,15.17,57.3,0.24,4.97,Clay,26.8
2019/9/7,31.53,66.02,4.92,3.98,Clay,42.32
2019/9/8,21.93,88.74,18.52,10.98,Sandy,36.29
2019/9/9,27.45,34.88,4.21,14.86,Sandy,39.91
2019/9/10,28.87,72.03,15.96,11.75,Clay,38.29
2019/9/11,28.35,58.64,8.3,7.44,Loam,37.51
2019/9/12,31.49,58.37,17.29,6.95,Sandy,37.86
2019/9/13,31.14,47.53,6.76,6.02,Loam,34.91
2019/9/14,19.72,77.09,19.56,19.1,Loam,32.59
2019/9/15,27.84,53.29,0.27,6.78,Clay,32.31
2019/9/16,29.33,51.38,11.15,4.23,Clay,40.34
2019/9/17,31.82,34.85,5.26,5.14,Sandy,35.43
2019/9/18,34.32,63.75,18.91,8.6,Clay,40.56
2019/9/19,27.88,88.15,0.14,13.4,Clay,35.18
2019/9/20,19.6,67.5,16.08,5.76,Sandy,40.33
2019/9/21,32.4,60.22,8.46,13.05,Sandy,25.8
2019/9/22,33.08,55.64,7.29,16.96,Loam,38.16
2019/9/23,22.44,70.23,19.67,11.46,Clay,31.96
2019/9/24,29.9,74.68,8.63,16.76,Loam,39.25
2019/9/25,34.41,80.62,0.89,17.5,Clay,25.13
2019/9/26,27.25,37.71,18.24,4.08,Clay,40.73
2019/9/27,24.93,84.67,18.4,16.06,Clay,42.77
2019/9/28,25.18,73.94,11.64,7.52,Loam,29.69
2019/9/29,32.93,60.99,2.93,15.72,Clay,27.63
2019/9/30,25.04,48.7,17.67,15.16,Clay,43.1
2019/10/1,26.43,59.65,17.19,7.59,Clay,31.76
2019/10/2,17.78,62.7,16.88,8.25,Loam,42.74
2019/10/3,15.95,69.51,12.9,13.11,Clay,35.25
2019/10/4,28.04,71.39,8.7,18.34,Loam,43.15
2019/10/5,34.57,81.63,7.53,9.97,Sandy,29.37
2019/10/6,20.81,34.28,13.37,7.9,Clay,26.25
2019/10/7,21.04,41.86,3.45,6.4,Loam,25.2
2019/10/8,31.68,44.86,18.83,18.33,Clay,31.35
2019/10/9,31.03,67.49,9.68,7.16,Clay,30.11
2019/10/10,23.54,62.87,1.12,6.71,Clay,30.03
2019/10/11,25.81,79.97,19.85,13.05,Clay,27.62
2019/10/12,32.52,40.99,6.72,13.95,Loam,36.63
2019/10/13,19.28,59,9.42,10.79,Clay,41.85
2019/10/14,26.41,39.79,8.83,15.12,Loam,42.23
2019/10/15,16.82,33.53,14.09,5.81,Loam,37.04
2019/10/16,33.37,55.81,15.52,19.41,Sandy,34.67
2019/10/17,15.24,81.4,6.53,3.1,Sandy,28.08
2019/10/18,27.64,32.4,17.74,13.95,Loam,25.73
2019/10/19,34.35,77.15,6.25,5.4,Clay,34.55
2019/10/20,19.41,30.35,8.55,7.18,Clay,34.55
2019/10/21,19.47,41.25,6.25,8.7,Loam,44.82
2019/10/22,30.9,88.62,16.13,15.46,Loam,35.58
2019/10/23,16.49,30.18,7.94,18.98,Sandy,36.86
2019/10/24,30.59,34.25,4.73,3.62,Sandy,41.23
2019/10/25,22.29,77.64,1.11,17.95,Clay,33.77
2019/10/26,27.18,45.42,18.98,5.93,Loam,29.39
2019/10/27,16.84,61.09,10.49,11.17,Clay,36.45
2019/10/28,19.77,71.74,3.43,18.08,Clay,26.58
2019/10/29,23.49,36.43,5.2,11.56,Sandy,31.21
2019/10/30,16.01,79.57,4.78,14.32,Loam,31.77
2019/10/31,27.13,35.37,6.52,3.42,Sandy,43.67
2019/11/1,15.46,72.95,14.19,14.57,Clay,25.04
2019/11/2,25.23,81.08,5.63,14.55,Sandy,35.94
2019/11/3,29.34,46.77,5.35,17.42,Clay,31.11
2019/11/4,23.5,57.19,11.95,9.68,Sandy,42.3
2019/11/5,22.1,51.26,19.76,8.75,Clay,40.2
2019/11/6,33.35,60.76,16.81,7.08,Clay,39.4
2019/11/7,29.18,33.19,3.54,16.74,Sandy,44.09
2019/11/8,23.6,39.38,0.78,14.98,Loam,38.58
2019/11/9,18.11,86.61,3.03,17.47,Sandy,41.1
2019/11/10,15.63,82.42,8.81,12.63,Loam,25.28
2019/11/11,23.45,82.41,4.59,10.27,Clay,27.21
2019/11/12,30.71,68.22,9.03,4.34,Loam,38.58
2019/11/13,34.56,62.39,4.18,16.59,Sandy,43.6
2019/11/14,22.67,66.21,8.43,18.43,Sandy,32.53
2019/11/15,22.96,65.55,11.33,3.56,Loam,33.76
2019/11/16,26.13,34.42,6.19,8.46,Sandy,44.63
2019/11/17,31.59,48.89,19.48,13.04,Loam,28.08
2019/11/18,15.97,76.34,8.59,12.15,Clay,38.9
2019/11/19,34.54,83.7,13.19,16.36,Clay,26
2019/11/20,25.43,63.1,1.53,5.2,Clay,36.65
2019/11/21,21.01,57.13,2.33,8.57,Loam,38.77
2019/11/22,30.46,51.51,16.37,18.95,Sandy,39.68
2019/11/23,19.98,61.17,11.93,12.44,Loam,29.42
2019/11/24,18.38,44.22,11.8,10.37,Clay,32.61
2019/11/25,28.95,71.68,8.45,9.65,Sandy,29.78
2019/11/26,15.43,68.37,1.51,4.82,Sandy,36.1
2019/11/27,29.27,57.47,0.56,15.11,Loam,28.77
2019/11/28,23.54,39.9,12.43,9.96,Loam,39
2019/11/29,24.3,77.53,3.62,13.06,Loam,34.28
2019/11/30,16.78,38.45,4.47,3.14,Loam,34.68
2019/12/1,18.41,61.95,4.57,19.39,Sandy,41.26
2019/12/2,21.13,69.98,13.71,16.47,Loam,26.32
2019/12/3,34.75,54.11,19.12,5.64,Clay,41.22
2019/12/4,17.88,48.69,5.44,15.85,Loam,43.59
2019/12/5,33.31,60.79,12.75,16.53,Loam,34.82
2019/12/6,25.98,79.24,2.37,7.15,Clay,41.28
2019/12/7,25.94,46.12,7.13,15.4,Sandy,38.24
2019/12/8,17.32,79.36,10.51,3.53,Clay,29.11
2019/12/9,31.67,46.1,5.14,16.85,Clay,38
2019/12/10,34.5,79.7,9.77,18.28,Sandy,34.44
2019/12/11,20.61,37.29,10.08,13.8,Sandy,37.92
2019/12/12,28.11,49.25,9.69,12.16,Sandy,29.82
2019/12/13,21.31,46.32,1.42,4.36,Clay,32.86
2019/12/14,15.45,47.94,3.87,12.01,Clay,38.33
2019/12/15,21.86,42.07,10.26,10.47,Loam,30.52
2019/12/16,34.05,48.89,13.31,9.64,Loam,41.7
2019/12/17,20.78,42.86,16.15,8.86,Loam,36.64
2019/12/18,19.27,56.93,4.41,9.67,Clay,38.11
2019/12/19,15.82,48.83,4.09,13.77,Clay,31.71
2019/12/20,24.66,82.9,14.78,6.35,Sandy,28.89
2019/12/21,33.93,88.88,10.2,12.05,Sandy,25.5
2019/12/22,33.65,74.54,5.32,18.15,Loam,39.3
2019/12/23,22.08,40.08,3.29,19.13,Clay,30.47
2019/12/24,33.27,51.48,9.29,6.46,Clay,36.53
2019/12/25,29.49,80.01,15.48,8.8,Loam,27.99
2019/12/26,28.75,80.3,6.93,12.08,Loam,44.04
2019/12/27,25.28,81.33,17.04,5.93,Loam,38.8
2019/12/28,32.79,83.02,19.01,13.04,Loam,36.85
2019/12/29,29,84,19.46,9.16,Clay,33.7
2019/12/30,19.26,65.76,13.83,19.34,Loam,31.64
2019/12/31,23.38,33.74,3.75,9.83,Sandy,39.58
2020/1/1,32.69,57.12,11.4,17.24,Clay,43.45
2020/1/2,34.45,71.13,3.23,12.78,Clay,43.17
2020/1/3,23.33,83.73,13.92,15.34,Loam,36.7
2020/1/4,26.2,77.32,13.53,8.27,Loam,26.79
2020/1/5,29.75,65.73,19.08,10.56,Sandy,40.87
2020/1/6,23.1,43.63,14.29,15.14,Sandy,31.04
2020/1/7,16.8,36.82,0.21,4.09,Clay,29.17
2020/1/8,16.32,70.06,2.33,16.96,Clay,44.72
2020/1/9,19.07,35.89,4.86,10.29,Loam,40.63
2020/1/10,22.43,57.51,0.26,15.75,Sandy,28.67
2020/1/11,19.31,52.37,14.11,13.63,Sandy,40.03
2020/1/12,16.96,87.96,14.41,3.27,Sandy,25.26
2020/1/13,18.93,70.89,12.21,11.53,Sandy,41.51
2020/1/14,33.91,45.33,8.53,13.27,Sandy,29.58
2020/1/15,23.75,73.21,11.36,5.16,Sandy,36.26
2020/1/16,26.28,75.08,1.97,13.47,Clay,44.95
2020/1/17,16.27,65.64,8.97,12.04,Loam,42.19
2020/1/18,17.96,67.76,10.16,17.01,Loam,43.47
2020/1/19,25.62,47.68,16.18,5.08,Sandy,36.86
2020/1/20,15.29,49.5,18.85,17.52,Loam,42.23
2020/1/21,18.68,51.01,7.97,3.87,Sandy,30.52
2020/1/22,15.28,87.95,8.05,14.1,Loam,25.89
2020/1/23,29.87,75.45,5.51,9.71,Clay,44.3
2020/1/24,18.5,55.29,17.89,12.88,Sandy,37.08
2020/1/25,17.48,30.02,13.87,7.65,Sandy,27.97
2020/1/26,26.09,63.81,17.07,4.59,Sandy,30.81
2020/1/27,19.68,31.84,10.92,16.03,Loam,37.61
2020/1/28,28.16,43.53,14.3,11.36,Sandy,42.17
2020/1/29,22.65,39.88,13.11,7.09,Clay,36.93
2020/1/30,27.76,74.34,5.36,6.83,Loam,28.51
2020/1/31,26.96,51.51,7.25,13.27,Loam,41.6
2020/2/1,34.68,78.64,1.15,12.17,Loam,28.51
2020/2/2,32.5,78.62,2.25,3.19,Clay,26.1
2020/2/3,27.51,54.02,7.62,17.39,Clay,38.51
2020/2/4,27.82,32.21,5.45,3.83,Sandy,35.34
2020/2/5,27.26,34.94,10.8,5.19,Sandy,44.62
2020/2/6,26.22,64.7,19.08,9.65,Clay,27.43
2020/2/7,19.78,30.65,10.39,5.25,Loam,31.94
2020/2/8,27.43,51.73,8.93,16.03,Loam,42.87
2020/2/9,18.11,37.7,3.74,15.89,Clay,44.85
2020/2/10,21.58,45.78,10.45,16.64,Loam,26.56
2020/2/11,19.67,64.36,17.19,14.73,Sandy,41.76
2020/2/12,22.58,87.45,7.57,8.18,Clay,44.34
2020/2/13,27.76,61.31,10.85,5.45,Clay,26.05
2020/2/14,17.63,38.57,14.67,14.02,Clay,32.39
2020/2/15,18.21,63.75,9.71,3.69,Clay,35.62
2020/2/16,19.68,55.63,1.05,3.54,Loam,43.6
2020/2/17,30.68,76.76,15.31,9.55,Sandy,25.46
2020/2/18,16.72,40.36,17.63,19.48,Loam,36.47
2020/2/19,26.92,62.38,5.31,8.76,Clay,38.47
2020/2/20,25.99,49.77,6.72,11.87,Sandy,27.87
2020/2/21,21.35,49.87,8.98,9.54,Sandy,25.16
2020/2/22,26.81,46.99,7.72,13.18,Loam,27.27
2020/2/23,31.84,77.68,8.88,16.08,Sandy,36.81
2020/2/24,16.49,57.76,1.18,18.97,Clay,41.24
2020/2/25,32.27,82.4,17.9,16.71,Sandy,33.33
2020/2/26,30.26,73.08,6.97,11.85,Loam,28.53
2020/2/27,29.56,80.58,1.01,9.59,Sandy,41.34
2020/2/28,19.13,74.68,2.25,9.35,Clay,30.99
2020/2/29,29.99,75.79,17.58,6.82,Clay,37.38
2020/3/1,27.26,70.14,18.75,5.22,Clay,35.58
2020/3/2,22.31,56.22,6.48,14.63,Clay,41.86
2020/3/3,26.86,75.11,6.71,5.85,Clay,26.81
2020/3/4,21.78,68.95,17.86,8.55,Sandy,31.76
2020/3/5,33.49,61.42,16.63,14.63,Loam,36.73
2020/3/6,24.65,32.19,16.42,4.77,Sandy,28.68
2020/3/7,32.58,79.55,9.95,8.96,Loam,31.21
2020/3/8,32.9,80.58,2.17,10.73,Clay,35.78
2020/3/9,26.55,33.83,8.53,11.25,Loam,28.91
2020/3/10,16.61,87.97,9.27,14.47,Sandy,35.95
2020/3/11,20.13,61.35,14.31,8.69,Clay,40.91
2020/3/12,27.68,87.75,14.77,18.31,Clay,43.49
2020/3/13,31.84,70.75,14.62,17.92,Clay,39.44
2020/3/14,22.82,47.04,5.09,5.93,Sandy,25.2
2020/3/15,29.66,34.93,12.39,17.93,Clay,42.79
2020/3/16,20.62,53.35,19.89,17.87,Sandy,42.35
2020/3/17,31.3,48.17,2.41,18.9,Sandy,31.27
2020/3/18,34.42,67.85,11.05,14.72,Loam,32.76
2020/3/19,18.57,53.98,14.57,4.86,Clay,35.1
2020/3/20,21.49,50.25,0.93,10.87,Clay,32.01
2020/3/21,16.99,53.47,6.02,10.84,Loam,42.19
2020/3/22,17.6,44.51,10.48,11.43,Sandy,37.42
2020/3/23,29.21,45.58,1.1,9,Loam,29.28
2020/3/24,26.3,42.02,13.85,8.05,Clay,25.54
2020/3/25,22.09,56.36,3.86,10.54,Clay,35.27
2020/3/26,32.1,72.87,7.64,19.43,Loam,42.45
2020/3/27,33.44,71.43,3.43,19.65,Sandy,31.24
2020/3/28,26.62,69.39,7.15,10.12,Loam,37.72
2020/3/29,21.62,83.6,17.02,17.52,Loam,40.04
2020/3/30,18.34,88.23,13.19,16.62,Clay,36.4
2020/3/31,22.64,58.36,17.78,11.1,Loam,34.88
2020/4/1,30.2,75.36,13.78,10.51,Sandy,44.33
2020/4/2,17.72,38.7,2.61,17.87,Loam,28.01
2020/4/3,23.14,49.88,17.41,4.07,Clay,27.21
2020/4/4,26.22,57.34,12.73,19.87,Sandy,43.04
2020/4/5,24.31,88.53,12.34,6.82,Sandy,27.54
2020/4/6,18.17,33.56,5.74,15.7,Sandy,41.07
2020/4/7,32.44,43.22,12.19,15.97,Clay,36.8
2020/4/8,21.38,78.86,19.53,12.45,Loam,27.19
2020/4/9,16.23,71.74,10.35,6.63,Sandy,34.8
2020/4/10,34.97,77.33,19.73,9.69,Clay,30.78
2020/4/11,33.68,82.82,4.78,3.01,Clay,35.61
2020/4/12,33.23,63.08,13.43,17.09,Loam,35.02
2020/4/13,23.99,58.67,3.93,4.11,Loam,29.87
2020/4/14,28.25,53.32,17.72,16.21,Sandy,43.07
2020/4/15,25.45,78.17,1.41,9.12,Loam,44.94
2020/4/16,28.84,84.34,3.25,17.58,Loam,29.64
2020/4/17,15.08,54.91,12.26,18,Clay,26.84
2020/4/18,25.72,80.91,5.08,6.49,Loam,36.19
2020/4/19,15.27,71.47,8.73,19.43,Loam,42
2020/4/20,24.7,70.64,16.39,19.49,Sandy,32.04
2020/4/21,17.13,59.82,9.66,8.81,Clay,43.51
2020/4/22,27.98,49.61,17.08,4.29,Sandy,35.08
2020/4/23,29.69,53,8.95,5.13,Clay,39.68
2020/4/24,31.52,72.55,4.66,16.83,Clay,31.84
2020/4/25,23.18,46.87,7.52,5.38,Sandy,39.87
2020/4/26,20.32,66.14,16.5,17.11,Loam,38.85
2020/4/27,29.33,40.67,5.52,7.94,Sandy,37.38
2020/4/28,27.69,34.59,1.66,3.82,Clay,42.2
2020/4/29,19.59,52.9,11.73,18.08,Sandy,27.84
2020/4/30,24.1,34.05,0.32,17.78,Sandy,38.72
2020/5/1,16.52,65.92,12.81,7.38,Clay,36.34
2020/5/2,26.08,76.94,17.53,12.66,Sandy,35.05
2020/5/3,16.67,83.4,8.16,14.87,Sandy,34.33
2020/5/4,28.64,73.07,8.84,16.9,Loam,29.33
2020/5/5,18.23,80.41,7.37,8.65,Clay,38.28
2020/5/6,25.54,80.3,14.84,3.66,Loam,29.43
2020/5/7,33.85,47.05,14.79,9.39,Loam,32.5
2020/5/8,16.96,40.28,8.66,8.21,Loam,32.51
2020/5/9,31.49,33.37,7.28,8.68,Loam,30.62
2020/5/10,19.47,44.03,11.18,7.4,Loam,26.01
2020/5/11,26.87,72.1,5.96,6.38,Loam,33.68
2020/5/12,27.6,62.15,15.6,7.83,Clay,25.65
2020/5/13,32.6,50.82,12.66,15.15,Clay,40.77
2020/5/14,31.62,78.16,11.46,16.41,Loam,35.24
2020/5/15,27.72,48.75,17.57,5.61,Loam,36.47
2020/5/16,15.31,62.92,6.11,12.63,Sandy,26.33
2020/5/17,34.25,51.67,4.87,12.75,Loam,36.55
2020/5/18,29.32,69.68,7.69,6.86,Sandy,29.87
2020/5/19,27.93,47.25,17.8,11.47,Clay,26.21
2020/5/20,33.43,43.55,7.58,16.42,Loam,44.26
2020/5/21,25.81,59.48,8.49,3.54,Sandy,29.56
2020/5/22,28.77,67.96,6.39,18.12,Loam,43.4
2020/5/23,32.19,44.32,18.98,12.27,Loam,28.21
2020/5/24,26.24,75.91,14.82,17.71,Clay,27.58
2020/5/25,31.65,44.86,12.62,3.41,Loam,44
2020/5/26,16.88,72.41,7.78,18.19,Clay,26.46
2020/5/27,30.83,55.13,19.15,18.62,Sandy,37.52
2020/5/28,20.58,64.52,16.98,6.14,Clay,28.75
2020/5/29,19,57.53,5.03,9.91,Sandy,32.34
2020/5/30,30.53,87.21,11.58,19.98,Clay,35.87
2020/5/31,34.35,74.19,2.13,7.4,Clay,40.24
2020/6/1,25.6,57.11,5.04,13.96,Sandy,34.88
2020/6/2,22.03,74.26,13.59,4.45,Sandy,39.58
2020/6/3,25.98,61.96,0.98,15.4,Sandy,39.43
2020/6/4,17.34,73.61,8.69,13.49,Sandy,33.35
2020/6/5,23.2,74.39,0.55,6.69,Loam,40.52
2020/6/6,24.83,51.54,19.06,8.89,Clay,26.31
2020/6/7,22.96,39.85,15.28,3.29,Clay,39.37
2020/6/8,25.07,77.49,7.99,16.27,Clay,28.56
2020/6/9,21.71,48.38,10.45,10.29,Loam,43.28
2020/6/10,19.07,73.04,8.07,13.67,Sandy,41.39
2020/6/11,20.78,35.95,7.41,18.56,Clay,40.22
2020/6/12,32.29,74.91,11.8,19.45,Sandy,39.14
2020/6/13,31.89,39.53,5.9,7.14,Loam,34.61
2020/6/14,21.43,72.23,3.38,3.41,Clay,33.56
2020/6/15,16.79,55.1,13.48,18.12,Loam,33.35
2020/6/16,25.3,84.58,5.47,5.44,Sandy,28.51
2020/6/17,18.58,31.17,16.43,10.99,Sandy,43.32
2020/6/18,27.51,72.51,18.18,7.42,Loam,28.41
2020/6/19,24.83,59.42,0.65,6.8,Clay,44.17
2020/6/20,28.11,60.07,11.84,3.97,Sandy,28.17
2020/6/21,30.33,34.43,6.34,14.61,Loam,25.67
2020/6/22,26.88,46.8,17.39,13.08,Clay,35.59
2020/6/23,27.62,31.13,12.6,13.8,Clay,37.97
2020/6/24,20.18,72.4,19.39,17.6,Sandy,31.76
2020/6/25,28.74,73.79,0.09,7.04,Loam,31.84
2020/6/26,31.22,44.44,15.77,4.54,Clay,44.59
2020/6/27,21.33,32.59,8.54,14.44,Loam,28.32
2020/6/28,20.99,43.86,3.3,8.75,Clay,38.37
2020/6/29,24.19,59.52,5.53,3.79,Clay,32.54
2020/6/30,33.48,42.4,5.32,17.74,Sandy,25.03
2020/7/1,29.31,72.35,18,18.98,Clay,43.05
2020/7/2,27.65,68.71,7.36,8.49,Loam,32.08
2020/7/3,31.59,89,19.74,18.89,Loam,44.65
2020/7/4,30.92,47.49,8.58,6.65,Sandy,37.01
2020/7/5,34.22,45.95,8.84,18.21,Clay,44.6
2020/7/6,24.04,64.86,13.54,14.64,Sandy,42.58
2020/7/7,34.97,87.77,15.61,10.34,Clay,40.38
2020/7/8,28.61,86.99,2.98,4.35,Loam,38.48
2020/7/9,18.35,42.44,19.93,17.11,Sandy,32.01
2020/7/10,16.07,54.62,19.67,14.65,Sandy,28.09
2020/7/11,25.8,43.6,6.34,17.5,Sandy,40.82
2020/7/12,31.02,81.11,9.38,12.96,Sandy,31.15
2020/7/13,26.5,79.3,10.35,11.37,Clay,41.8
2020/7/14,23.43,61,7.89,3.77,Clay,42.47
2020/7/15,23.01,36.39,15.44,19.77,Sandy,32.97
2020/7/16,22.22,30.69,0.12,3,Loam,41.75
2020/7/17,15.54,72.75,14.33,19.75,Sandy,32.48
2020/7/18,20.37,48.49,19.12,9.34,Loam,40.89
2020/7/19,19.57,65.03,10.16,4.14,Loam,38.23
2020/7/20,20.35,85.11,17.43,6.4,Sandy,26
2020/7/21,17.13,68.53,14.94,4.43,Clay,28.85
2020/7/22,26.3,39.27,15.69,11.51,Clay,29.71
2020/7/23,24.71,55.61,16.59,14.55,Clay,30.81
2020/7/24,16.27,81.25,12.64,7.12,Sandy,38.74
2020/7/25,21.62,70.65,6.04,15.72,Loam,25.31
2020/7/26,27.43,43.15,2.53,6.91,Clay,41.5
2020/7/27,18.32,59.57,7.49,11.92,Clay,32.52
2020/7/28,22.77,80.42,8.61,9.23,Loam,38.09
2020/7/29,15.04,59.04,9.46,17.11,Clay,26.5
2020/7/30,34.1,80.21,18.85,5.61,Sandy,32.81
2020/7/31,21.57,80.98,13.02,16.38,Sandy,40.85
2020/8/1,27.6,78.4,16.33,4.37,Clay,34.4
2020/8/2,19.55,61.38,18.74,18.56,Loam,33.48
2020/8/3,17.32,88.93,2.82,7.32,Sandy,43.66
2020/8/4,21.05,79.72,11.16,13.1,Sandy,42.05
2020/8/5,28.55,35.22,0.64,16.94,Loam,28.43
2020/8/6,23.57,79.71,14.22,6.04,Sandy,33.08
2020/8/7,15.89,64.81,1.51,12.03,Clay,33.34
2020/8/8,25.37,85.74,15.93,15.84,Loam,43.42
2020/8/9,27.89,40.63,0.01,18.89,Sandy,25.3
2020/8/10,28.09,74.77,15.11,16.57,Loam,36.33
2020/8/11,15.68,88.35,18.37,10.49,Sandy,29.93
2020/8/12,24.36,81.13,9.06,14.59,Sandy,25.59
2020/8/13,31.35,33.57,10.9,9.22,Loam,38.26
2020/8/14,18.89,84.16,16.66,10.39,Clay,43.46
2020/8/15,30.64,84.31,16.3,12.5,Sandy,36.07
2020/8/16,15.28,87.56,2.07,4.84,Loam,35.05
2020/8/17,26.07,56.97,3.11,4.85,Loam,38.04
2020/8/18,26.93,81.17,9.86,8.19,Loam,40.18
